0,1,2,3
6087,219621,Prassan,Flurname
6087,219646,Allaman,Flurname
6087,219649,Mayorasse,Flurname
6087,219690,Les Bachannes,Flurname
6087,219697,Praz-Jean,Flurname
6087,219713,Les Rongiers,Flurname
5402,219731,Les Chenalettes,Flurname
5406,219735,Les Planaux,Flurname
5406,219736,Les Martinaux,Flurname
5406,219737,La Rosseline,Flurname
5406,219741,Le Crêtelet,Flurname
5406,219742,La Tourche,Flurname
5406,219743,Rionda,Flurname
5406,219744,Les Carrons,Flurname
6211,219745,Epitaillet,Flurname
5406,219752,Gros Plan,Flurname
6217,219756,Le Foillet,Flurname
6213,219757,Jorat d'en Bas,Flurname
6213,219758,Jorat d'en Haut,Flurname
6133,219763,Sorniot,Flurname
6022,219764,Les Pouays,Flurname
6135,219765,Jorasse,Flurname
6135,219766,Bougnonne,Flurname
6135,219767,Petit Pré,Flurname
6135,219768,Lui d'Août,Flurname
6133,219771,Alpage de Sinlio,Flurname
6133,219772,Pâturage de Randonne,Flurname
6133,219773,Lérié,Flurname
6133,219774,Lousine,Flurname
6021,219775,Itre du Bouis,Flurname
6023,219776,Chi Long,Flurname
6023,219777,La Chaux,Flurname
6023,219778,La Chaux,Flurname
6023,219779,Chaux de Vosé,Flurname
6023,219780,Les Penés,Flurname
5402,219781,Le Grenier,Flurname
5402,219782,Le Plan du Chi,Flurname
3359,219783,Hinterlücheren,Flurname
3293,219784,Hintersäss,Flurname
3292,219786,Rinderobersäss,Flurname
6151,219792,Bonavau d'en Bas,Flurname
6157,219793,Soi d'en Bas,Flurname
6156,219794,Pâturage de Chanso,Flurname
6158,219795,Plan de Croix,Flurname
5402,219796,Anzeinde,Flurname
5411,219798,La Daille,Flurname
5410,219804,Perche,Flurname
5410,219805,Vésevy de Perche,Flurname
5410,219806,Les Chavonnes,Flurname
5410,219808,Les Lués,Flurname
5410,219809,Le Cretex,Flurname
5410,219810,Vougny,Flurname
5410,219811,La Golette,Flurname
5410,219813,Les Clous,Flurname
5411,219815,La Bierla,Flurname
5410,219817,Case de la Chaux,Flurname
5411,219818,Le Lavanchy Poy,Flurname
5411,219819,Les Mazots,Flurname
5411,219824,Le Crosex,Flurname
5402,219845,Le Lavanchy,Flurname
5402,219849,Le Rotzay,Flurname
5402,219853,Pra Lanfrey,Flurname
5402,219856,Les Closalets,Flurname
5402,219860,Frience,Flurname
5405,219860,Frience,Flurname
5402,219861,La Mérine,Flurname
5405,219861,La Mérine,Flurname
5402,219862,La Varre,Flurname
5402,219863,Nant,Flurname
5402,219864,La Chaux,Flurname
6133,219865,L'Au d'Alesse,Flurname
6212,219865,L'Au d'Alesse,Flurname
6156,219868,Savolaire,Flurname
6152,219869,Chalet Neuf,Flurname
6152,219870,Conche,Flurname
6152,219871,Chermeu d'en Bas,Flurname
6152,219873,Chalets de Dreveneuse,Flurname
6158,219876,Croix,Flurname
6158,219877,Chétillon,Flurname
6158,219878,Conches,Flurname
6155,219886,Lovenex,Flurname
5407,219889,Les Lapiés,Flurname
5407,219890,Bois de Prafandaz,Flurname
5407,219891,Le Temeley,Flurname
5407,219892,Joux des Vents,Flurname
5404,219893,Supplet,Flurname
5410,219921,Les Lavanches,Flurname
5410,219924,Le Scellery,Flurname
6156,219928,Rotse,Flurname
6090,219931,La Fâche,Flurname
6090,219932,La Rèche,Flurname
6252,219933,Les Crêts,Flurname
6238,219937,La Remointse,Flurname
6087,219944,Les Ouchèlès,Flurname
6090,219945,L'A Vieille,Flurname
6082,219947,Le Tsijiri,Flurname
6082,219948,Tsalan d'Arbaz,Flurname
6252,219949,Tsa d'Orzival,Flurname
6252,219950,Grand Plan de Tsirouc,Flurname
6252,219957,Le Vijivi,Flurname
6252,219958,Combavert,Flurname
6252,219959,L'Armina,Flurname
6252,219961,Le Crou,Flurname
6252,219962,Le Crêt,Flurname
6252,219963,Coutta,Flurname
6252,219964,Garboula,Flurname
6252,219967,Plan Lozier,Flurname
6252,219968,La Remointsette,Flurname
6252,219969,La Grand-Remointse,Flurname
6252,219970,Le Tsapé,Flurname
6112,219971,Meidu Oberstafel,Flurname
6261,219973,Tsalan d'Ayent,Flurname
6261,219974,Dorbon,Flurname
6261,219975,Les Evouettes,Flurname
6261,219977,Vermenala,Flurname
6261,219978,Incron,Flurname
6084,219980,Essertse,Flurname
6024,219981,La Tsa,Flurname
6024,219985,La Combire,Flurname
6089,219986,La Trabanta,Flurname
6024,219987,Comberette,Flurname
6087,219989,L'A Vieille,Flurname
6087,219990,Bella Luéte,Flurname
6087,219991,Plan Levri,Flurname
6252,219992,Lona,Flurname
6252,219994,Bella Lé,Flurname
6252,219995,La Remointse,Flurname
6252,219997,Le Chiesso,Flurname
6112,219998,Spicherli,Flurname
6112,219999,Vorder Sänntum,Flurname
6112,220000,Bitzu Oberstafel,Flurname
6112,220001,Chalte Berg,Flurname
6112,220002,Massstafel,Flurname
6112,220005,Zer Pletschu,Flurname
6112,220006,Brunnetji,Flurname
6112,220007,Ängi,Flurname
6253,220009,Les Taules,Flurname
6253,220010,Prabaron,Flurname
6253,220011,Les Granzettes,Flurname
6253,220012,Prabey,Flurname
6253,220013,Les Houlés,Flurname
6082,220015,Chaux de Duez,Flurname
6082,220016,Plan des Conches,Flurname
6082,220017,Le Baté,Flurname
6265,220018,Chaux de la Lé,Flurname
6265,220019,La Lé,Flurname
6265,220020,La Crêta,Flurname
6265,220021,L'Infloria,Flurname
6023,220023,Le Torgneu,Flurname
6023,220024,Chaux du Larzey,Flurname
6023,220025,Mont Tservet,Flurname
6023,220026,Chaux d'Aïre,Flurname
6023,220027,Mochon,Flurname
6023,220030,La Pierre,Flurname
6265,220031,Genièvre,Flurname
2844,220032,Bernet,Flurname
6116,220037,Chäller,Flurname
6116,220038,Pfarschong,Flurname
6109,220039,Planigrächti,Flurname
6116,220039,Planigrächti,Flurname
6252,220040,Tsahèlett,Flurname
6252,220041,Le Chiesso,Flurname
6252,220042,La Tsarmetta,Flurname
6252,220043,Le Chèquett,Flurname
6252,220044,Vouibé,Flurname
6265,220048,Viellar,Flurname
6023,220049,Chaux de Miex,Flurname
6023,220050,La Vieudau,Flurname
6023,220051,Les Cindes,Flurname
6089,220053,Ancien Bisse de la Mura,Flurname
6134,220054,Balavaux,Flurname
6134,220055,Le Grenier,Flurname
6261,220057,Donin,Flurname
6117,220058,Teugmatte,Flurname
6109,220059,Plammis,Flurname
6116,220059,Plammis,Flurname
6252,220062,Le Gros Ché,Flurname
6252,220063,La Roja,Flurname
5411,220083,L'Echelle,Flurname
6158,220085,Pas de Croix,Flurname
4080,220267,Hüttenacher,Flurname
4080,220368,Grundacher,Flurname
4080,220377,Steig,Flurname
4080,220378,Stockacher,Flurname
4080,220419,Chileweg,Flurname
4080,220423,Leistnagel,Flurname
4080,220437,Pfaffmatt,Flurname
4228,220687,Rebächer,Flurname
4228,220697,Langächer,Flurname
4228,220720,Hungerbüel,Flurname
4228,220721,Biristal,Flurname
4228,220727,Geisspeter,Flurname
4228,220750,Multe,Flurname
4224,220842,Langägerst,Flurname
4231,221212,Bochslermoos,Flurname
1508,221606,Ober Hostatt,Flurname
1506,221637,Mattengaden,Flurname
1509,221637,Mattengaden,Flurname
1508,221645,I de Sticke,Flurname
1506,221651,Bärenfalle,Flurname
1509,221651,Bärenfalle,Flurname
1508,221725,Ober Teuftalwald,Flurname
1506,221728,Feld,Flurname
1509,221728,Feld,Flurname
1404,221733,Erlenwald,Flurname
1508,221747,Mittler Teuftal,Flurname
1508,221756,Geissholz,Flurname
1511,221775,Ronen,Flurname
1511,221779,Arviwald,Flurname
1508,221816,Weid,Flurname
1508,221824,Egglisbiel,Flurname
1508,221857,Unter Teuftalwald,Flurname
1404,221882,Hostattwald,Flurname
1203,221890,Schnäggenstirnä,Flurname
1211,221906,Schöntaler Moränen,Flurname
1203,221907,Grassenflue,Flurname
1203,221908,Lägerenplatten,Flurname
1203,221909,Stelliflue,Flurname
1203,221910,Honätsch,Flurname
1203,221912,Gritschenbänder,Flurname
6076,221915,Rossji,Flurname
6076,221916,Oberalpe,Flurname
6076,221917,Wiisslöb,Flurname
783,221918,Miliflüö,Flurname
784,221919,Undrem Graben,Flurname
6076,221920,Oberalpstafel,Flurname
783,221921,Schorfedli,Flurname
784,221921,Schorfedli,Flurname
6076,221923,Öugschteweid,Flurname
6076,221924,Galestafel,Flurname
6076,221925,Gspalte Flüe,Flurname
6076,221926,Belvédère,Flurname
6076,221927,Rossbode,Flurname
6076,221928,Gale,Flurname
6076,221929,Hennenäschter,Flurname
6076,221930,Läger,Flurname
6076,221931,Treichi,Flurname
6076,221932,Twäri,Flurname
181,222270,Hinderwisacher,Flurname
181,222275,Chrummacher,Flurname
181,222352,Churzhegi,Flurname
1322,222360,Arnstein,Flurname
1217,222363,Plätteli,Flurname
1207,222365,Chüebödeli,Flurname
2844,222906,Sachersacher,Flurname
2844,222908,Unter de Rebe,Flurname
2844,222910,Röti,Flurname
2844,222911,Fuchsrai,Flurname
2844,222912,Rötihau,Flurname
2844,222913,Landstross,Flurname
2844,222918,Am Salzweg,Flurname
2844,222919,Stutz,Flurname
2844,222920,Chällerlöcher,Flurname
2844,222921,Ruchrai,Flurname
2844,222925,Vogelsanghalde,Flurname
2844,222926,Wehrehalde,Flurname
2844,222930,Chüelespitzhübel,Flurname
2844,222933,Nezacher,Flurname
2844,222937,Bärmegge,Flurname
2844,222942,Seelibode,Flurname
2844,222945,Dürrläber,Flurname
2844,222946,Forsthölzlene,Flurname
2844,222948,Wiholde,Flurname
2844,222950,Hirzestallbrunne,Flurname
2844,222951,Asp,Flurname
2844,222953,Tierhalde,Flurname
2844,222956,Eichliacher,Flurname
2844,222957,Grüteierbode,Flurname
2844,222958,Chüelespitz,Flurname
2844,222963,Burgacher,Flurname
2844,222966,Bärm,Flurname
2844,222968,Bürlisbode,Flurname
2844,222971,Buechhalde,Flurname
2844,222972,Langi Awand,Flurname
2844,222973,Bi de vier Linde,Flurname
2844,222974,Untere Vogelsang,Flurname
2844,222975,Bleuelbode,Flurname
2844,222979,Schärhalde,Flurname
2844,222980,Meelerhöchi,Flurname
2844,222981,Grändel,Flurname
2844,222983,Jhegi,Flurname
2844,222984,Inneri Cholhütte,Flurname
2844,222985,Hagebüechli,Flurname
2844,222990,Bachtele,Flurname
2844,222994,Leimgass,Flurname
2844,222995,Chatzewadel,Flurname
2844,222996,Stüdeli,Flurname
2844,222999,Haumättli,Flurname
2844,223001,Gmeiacher,Flurname
2844,223002,Vogelsang,Flurname
2844,223003,Inneri Wehre,Flurname
2844,223005,Bummerte,Flurname
2844,223007,Brugglismatt,Flurname
2844,223008,Lochmatthau,Flurname
2844,223009,Bägine,Flurname
2844,223014,Walzacher,Flurname
2844,223015,Fraueholz,Flurname
2844,223017,Chapfhölzli,Flurname
2844,223024,Ännermatt,Flurname
2844,223025,Neufeld,Flurname
2844,223028,Weierhau,Flurname
2844,223029,Cheibehölzli,Flurname
2844,223031,Alteberg,Flurname
2844,223032,Stägmatt,Flurname
2844,223033,Muniacher,Flurname
2844,223034,Schybebode,Flurname
2844,223036,Weiere,Flurname
2844,223037,Hell,Flurname
2844,223040,Tubakacher,Flurname
2844,223042,Tschuepis,Flurname
2844,223045,Leimbode,Flurname
2844,223046,Eigerte,Flurname
2844,223047,Jeuke,Flurname
2844,223048,Hirzestallhübel,Flurname
2844,223051,Nussbäume,Flurname
2844,223052,Bafore,Flurname
2844,223054,Grieshalde,Flurname
2844,223059,Igelacher,Flurname
2844,223062,Bode,Flurname
2844,223063,Berghalde,Flurname
2844,223066,Holzmatt,Flurname
2844,223067,Wirtshöhli,Flurname
2844,223068,Langbode,Flurname
2844,223069,Ormis,Flurname
2844,223070,Cholmet,Flurname
2844,223072,Usseri Cholhütte,Flurname
2844,223073,Dossebode,Flurname
2844,223074,Vogtacher,Flurname
2844,223075,Leim,Flurname
2844,223076,Duppeli,Flurname
2844,223077,Tschoppert,Flurname
2844,223080,Schürägerte,Flurname
2844,223081,Lynicht,Flurname
2844,223082,Bünterai,Flurname
2844,223087,Sichletehof,Flurname
2844,223088,Schüracher,Flurname
2844,223095,Langholz,Flurname
2844,223096,Buchstelhalde,Flurname
2844,223104,Chilholz,Flurname
2844,223111,Rüti,Flurname
2844,223112,Schwoberüti,Flurname
2844,223113,Hinterweg,Flurname
2844,223120,Gärstenacher,Flurname
2844,223121,Joshalde,Flurname
2844,223122,Brandhalde,Flurname
2844,223123,Hangestig,Flurname
4163,223127,Ägerte,Flurname
2844,223128,Chrottenacher,Flurname
4185,223132,Grabööl,Flurname
2844,223134,Chremersrüti,Flurname
2844,223135,Gmeindrai,Flurname
2844,223136,Stumpholz,Flurname
2844,223137,Brännet,Flurname
2844,223138,Bifig,Flurname
4125,223232,Obermatte,Flurname
4125,223244,I de Waldtanne,Flurname
4125,223276,Munimatt,Flurname
4125,223282,Oberrüti,Flurname
4125,223291,Ob de Waldtanne,Flurname
4125,223312,Hole Bode,Flurname
4125,223313,Unterbueche,Flurname
4125,223361,Gättibuech,Flurname
4125,223375,Stutz,Flurname
4125,223382,Schwinte,Flurname
5765,223588,La Sagnette,Flurname
322,223791,Gruenholzweid,Flurname
5557,224406,Les Preisettes,Flurname
1147,224416,Müliacher,Flurname
6512,224644,Vers chez Crétenet,Flurname
5557,224646,Les Granges Champod,Flurname
6437,224668,Haut des Joux de Vent,Flurname
5557,224673,La Saussarde,Flurname
573,224720,Obertor,Flurname
573,224721,Lanzis,Flurname
573,224722,In Schnieren,Flurname
573,224723,Stolli,Flurname
573,224746,Churzbrau,Flurname
573,224747,Obristen,Flurname
573,224748,Sattel,Flurname
573,224749,Strumpfband,Flurname
573,224751,Ramserwald,Flurname
573,224753,Heinz,Flurname
573,224754,Zingli,Flurname
573,224755,Chlini Sattelegg,Flurname
573,224757,Einewang,Flurname
573,224758,Briefenweng,Flurname
573,224760,Baalenmad,Flurname
573,224761,Aabeweid,Flurname
573,224762,In Tischtlen,Flurname
573,224763,Chämeten,Flurname
573,224764,Chueboden,Flurname
573,224765,Felsetor,Flurname
573,224767,Burgweng,Flurname
573,224768,Greesgispitz,Flurname
573,224769,Spätigumm,Flurname
573,224770,Greesgi,Flurname
573,224771,Miselwengli,Flurname
573,224772,In Cheeren,Flurname
573,224773,Seewleni,Flurname
573,224774,Chuemad,Flurname
1004,224775,Wannen,Flurname
573,224776,Stalden,Flurname
573,224777,Äbneti,Flurname
573,224779,Gummisbrau,Flurname
573,224780,Uf der Chuefuren,Flurname
573,224781,Läger,Flurname
573,224782,Schafläger,Flurname
573,224783,Morgeweid,Flurname
573,224784,Obri Urseren,Flurname
573,224785,Bygeweng,Flurname
573,224786,Stirzelegg,Flurname
573,224788,Riseten,Flurname
573,224789,Chrinnen,Flurname
573,224790,Pfaffmad,Flurname
573,224791,Siidenwengleni,Flurname
573,224792,Goldenbrinneli,Flurname
573,224793,Puuschen,Flurname
573,224794,Scheenewang,Flurname
573,224795,Chuewang,Flurname
573,224801,Lanzisband,Flurname
573,224802,Gruebi,Flurname
573,224805,Gummi,Flurname
573,224806,Ussere Tanngrindel,Flurname
573,224807,Chalberweng,Flurname
573,224808,Schweiffi,Flurname
573,224809,In Wengen,Flurname
573,224810,Rinderbiel,Flurname
573,224811,Fluemad,Flurname
573,224812,Spreiti,Flurname
573,224814,Chatzeschwanz,Flurname
573,224816,Tanngrindelsyten,Flurname
573,224817,Innere Tanngrindel,Flurname
573,224820,In Hublen,Flurname
573,224821,Undri Urseren,Flurname
573,224822,Under Greesgi,Flurname
573,224823,Ramseren,Flurname
573,224824,Mittlischten,Flurname
573,224826,Breitewang,Flurname
573,224828,Stollisbrau,Flurname
573,224829,Gruebi,Flurname
573,224830,Geissgummi,Flurname
573,224831,Blattmad,Flurname
573,224832,Mäsweng,Flurname
573,224833,Gsteli,Flurname
573,224834,Rotschalpberg,Flurname
573,224835,Blattewald,Flurname
573,224836,Gräbler,Flurname
573,224837,Mistgablen,Flurname
573,224840,Zweibäch,Flurname
573,224841,Mordboden,Flurname
573,224842,Chuemad,Flurname
573,224843,Underem Heinz,Flurname
573,224844,Grossi Sattelegg,Flurname
573,224845,Lägerli,Flurname
573,224846,Eggleni,Flurname
573,224847,Schwand,Flurname
573,224848,Greesgihubel,Flurname
573,224849,Einewangspitz,Flurname
573,224850,Teiffmad,Flurname
582,224852,Bärg,Flurname
5557,224861,Brelingard Dessus,Flurname
582,224866,Weng,Flurname
582,224867,Bonera,Flurname
582,224875,Gümpel,Flurname
582,224882,Oberberg,Flurname
582,224884,Wetzisboden,Flurname
582,224885,Alpetli,Flurname
584,224938,Türliboden,Flurname
584,224939,Im undren Char,Flurname
584,224940,Färrichwald,Flurname
584,224942,Ougstmatta,Flurname
584,224943,Alpiglenläger,Flurname
584,224945,An der Sulegg,Flurname
584,224946,Chalberwang,Flurname
584,224947,Widderfeld,Flurname
584,224949,Alpigla,Flurname
584,224950,Naterwengli,Flurname
584,224952,Luushibel,Flurname
584,224954,Ronen,Flurname
584,224955,Sylerlägerli,Flurname
584,224957,Wagenmoos,Flurname
584,224958,Jochbiel,Flurname
594,224959,Chüematteflue,Flurname
594,224960,Oberi Bigla,Flurname
584,224961,Schwynbalmi,Flurname
584,224962,Gruebi,Flurname
584,224964,Undri Spalti,Flurname
584,224965,Oberbort,Flurname
584,224966,Schärmtannen,Flurname
584,224967,Schränna,Flurname
584,224972,Breitewang,Flurname
594,224973,Sylerplatti,Flurname
594,224974,Höchstband,Flurname
584,224975,Niuwenweg,Flurname
584,224976,Rotstecki,Flurname
584,224977,Stand,Flurname
584,224979,Im obren Char,Flurname
584,224980,Undri Sylera,Flurname
584,224981,Obers Tagweidli,Flurname
584,224982,Stäga,Flurname
584,224983,Im lenge Schwand,Flurname
584,224984,Stand,Flurname
584,224985,Obri Spalti,Flurname
584,224986,Wintereggflie,Flurname
584,224987,Trejen,Flurname
584,224988,Brüchewald,Flurname
584,224989,Gritsch,Flurname
584,224992,Schnäpf,Flurname
584,224993,Fürtalgrinda,Flurname
584,224994,Usser Prascht,Flurname
584,224995,Arvi,Flurname
594,224997,Pfede,Flurname
584,224998,Brämisegg,Flurname
584,225002,Scheideggwang,Flurname
584,225003,Chometwang,Flurname
584,225004,Lendenläger,Flurname
584,225006,Stäga,Flurname
584,225008,Zipfi,Flurname
584,225009,Aabenweid,Flurname
584,225010,Bletschen,Flurname
584,225011,Schluuchewald,Flurname
584,225013,Gumma,Flurname
584,225014,Spycherboden,Flurname
584,225016,Altläger,Flurname
584,225017,Lattenwald,Flurname
584,225018,Schafläger,Flurname
584,225019,Chielouwena,Flurname
584,225026,Engi,Flurname
584,225028,Aabeweid,Flurname
584,225033,Tschingel,Flurname
584,225038,Chüematte,Flurname
584,225040,Chalberwang,Flurname
584,225042,Pletschflie,Flurname
584,225044,Aabenweid,Flurname
594,225045,Bödeli,Flurname
584,225046,Bitzischwand,Flurname
584,225047,Alts Läger,Flurname
584,225048,Engi,Flurname
584,225050,Undere Schwand,Flurname
584,225055,Zwischen den Bächen,Flurname
584,225056,Dorenwald,Flurname
594,225057,Chrachewald,Flurname
584,225058,Oberbergläger,Flurname
584,225061,Zwischen Bächen,Flurname
584,225062,Sattel,Flurname
584,225067,Chrutera,Flurname
584,225068,Oberberg,Flurname
584,225069,Ischflue,Flurname
584,225073,Widderfeldfura,Flurname
584,225076,Morgeweid,Flurname
584,225077,Busen,Flurname
594,225078,Biglewald,Flurname
584,225079,Rärihubel,Flurname
584,225080,Schluuchi,Flurname
584,225081,Flöschwald,Flurname
584,225082,Bim hohlen Stein,Flurname
594,225083,Chirschböum,Flurname
584,225084,Wyte Gang,Flurname
584,225085,Schlächtweng,Flurname
584,225086,Spyrewald,Flurname
584,225092,Ürtscheli,Flurname
584,225093,Sattelwang,Flurname
584,225094,Wilda Wang,Flurname
584,225096,Obere Schwand,Flurname
584,225098,Hinder Doren,Flurname
584,225100,Im underen Prascht,Flurname
584,225101,Sousläger,Flurname
584,225102,Die hindren Brüch,Flurname
584,225103,Steinerseggen,Flurname
584,225105,Läger,Flurname
584,225106,Geisschuchi,Flurname
584,225107,Geissrigg,Flurname
584,225109,Rinderfeli,Flurname
584,225112,Bawald,Flurname
584,225113,Schwynbeden,Flurname
584,225114,Sousböden,Flurname
584,225115,Chometboden,Flurname
584,225116,Lägerli,Flurname
584,225117,Im dirren Boden,Flurname
584,225118,Losisegg,Flurname
584,225119,Rinderwald,Flurname
584,225120,Fuchsegg,Flurname
584,225121,Ufen Hublen,Flurname
584,225122,Sibenbrinnen,Flurname
584,225123,Obri Sylera,Flurname
584,225124,Ritzeggi,Flurname
584,225125,Soushorenwyti,Flurname
584,225128,Steinsteessi,Flurname
785,225129,Bir Fäldmüür,Flurname
786,225129,Bir Fäldmüür,Flurname
584,225155,Zwischen Bächen,Flurname
584,225157,Geisswang,Flurname
584,225158,Wendi,Flurname
584,225161,Im Schilt,Flurname
584,225162,Breithorn-Nordwand,Flurname
584,225163,Sefi-Oberbärg,Flurname
584,225164,Am Chlynen Schilthoren,Flurname
584,225168,Oberi Busenflue,Flurname
584,225169,Inneri Stäga,Flurname
584,225171,Ozenflue,Flurname
584,225173,Wyssbort,Flurname
584,225174,Gspaltenhorn-Südostflanke,Flurname
584,225175,Hubel,Flurname
584,225176,Männdleni,Flurname
584,225180,In de Chepf,Flurname
584,225181,Busenbrand,Flurname
584,225182,Gsodbeden,Flurname
584,225183,Aabeweid,Flurname
584,225184,Spital,Flurname
584,225185,Chriegsmad,Flurname
584,225186,Beesweng,Flurname
584,225187,Bim Grauseeli,Flurname
584,225188,Zwischen Flienen,Flurname
584,225189,Hienderbirchi,Flurname
584,225190,Wärmietenegg,Flurname
584,225191,Folla,Flurname
584,225193,Huetmaad,Flurname
584,225194,Am Horen,Flurname
584,225196,Rinderläger,Flurname
584,225197,Tanzbedeli,Flurname
584,225198,Vogelweng,Flurname
584,225200,Hinderem Horen,Flurname
584,225201,Ozen,Flurname
584,225203,Läger,Flurname
584,225204,Andristplatta,Flurname
584,225205,Poganggeflie,Flurname
584,225206,Farnig Boden,Flurname
584,225207,Bitzweidleni,Flurname
584,225208,Syllera,Flurname
584,225211,Brunnweng,Flurname
584,225212,Allmigufer,Flurname
584,225213,Mälchboden,Flurname
584,225215,Leibri,Flurname
584,225218,Wirzelwald,Flurname
584,225220,Uf Gstäg,Flurname
584,225222,Graui Platta,Flurname
584,225223,Schiirbodenwald,Flurname
584,225224,Spitzensteinboden,Flurname
584,225226,Oberläger,Flurname
584,225227,Roti Flue,Flurname
584,225230,Im Tal,Flurname
584,225231,Underem Horen,Flurname
584,225233,Minch,Flurname
584,225235,Ägerta,Flurname
584,225236,Syllerenflue,Flurname
584,225237,Häfen,Flurname
584,225238,Tanzhubelbänder,Flurname
584,225239,Ufem scheenen Biel,Flurname
584,225240,Sefiritta,Flurname
584,225241,Under der Hundsflue,Flurname
584,225242,Firten,Flurname
584,225243,Gstein,Flurname
584,225245,Im Gurgel,Flurname
584,225248,Steinberg,Flurname
584,225249,Roufthubel,Flurname
584,225250,Fleischwang,Flurname
584,225251,Läger,Flurname
584,225252,Grosshorn-Nordwand,Flurname
584,225253,Lengwang,Flurname
584,225254,Schafläger,Flurname
584,225255,Salzchnibel,Flurname
584,225257,Ellstabpfad,Flurname
584,225260,Schiltflie,Flurname
584,225261,Bin Spycheren,Flurname
584,225262,Birchi,Flurname
584,225263,Im Tal,Flurname
584,225264,Grosshorn-Westwand,Flurname
584,225265,Burkhartswang,Flurname
584,225266,Aabeweid,Flurname
584,225267,Im Engi,Flurname
584,225268,Jegeni,Flurname
584,225269,Mittaghorn-Nordwand,Flurname
584,225270,Egga,Flurname
584,225271,Ahorni,Flurname
584,225273,Im feisten Boden,Flurname
584,225274,Obri Ammerta,Flurname
584,225275,Under Oberhoren,Flurname
584,225276,Undri Ammerta,Flurname
584,225279,Suppenboden,Flurname
584,225280,Usseri Stäga,Flurname
584,225281,Schwarzwald,Flurname
584,225283,Zwischen Talflienen,Flurname
584,225284,Simelichenwang,Flurname
584,225285,Stockwang,Flurname
584,225286,Schafläger,Flurname
584,225287,Tschingelflue,Flurname
584,225290,Wyta Gang,Flurname
584,225291,Mittaghorn-Nordwestflanke,Flurname
584,225292,Beden,Flurname
6192,225298,Ängreischa,Flurname
6202,225298,Ängreischa,Flurname
6202,225322,Alpwang,Flurname
6197,225324,Treijuwald,Flurname
6197,225330,Wurmära,Flurname
6192,225331,Schliächtli,Flurname
6202,225339,Hubel,Flurname
6195,225353,Blattmaad,Flurname
6195,225362,Z'Mitstuidu,Flurname
6192,225365,Ludischweid,Flurname
6202,225372,Waldära,Flurname
6195,225379,Goldini Suän,Flurname
6202,225394,Biel,Flurname
6202,225410,Wildi,Flurname
6197,225419,Hockufura,Flurname
6202,225421,Steinegga,Flurname
6192,225440,Weritzfura,Flurname
6202,225440,Weritzfura,Flurname
6195,225442,Blattmaadtschuggen,Flurname
6197,225447,Stiibogen,Flurname
6195,225462,Finäl,Flurname
6202,225471,Murmdlochbiel,Flurname
6192,225498,Weritzhuppä,Flurname
6202,225498,Weritzhuppä,Flurname
6202,225505,Waldärra,Flurname
6197,225519,Hockustafel,Flurname
6202,225519,Hockustafel,Flurname
6197,225526,Schällbätt,Flurname
6202,225564,Zwärgliweidä,Flurname
6202,225588,Tola,Flurname
6202,225596,Räckholdermattä,Flurname
6202,225602,Räckholdru,Flurname
6192,225607,Glaiwina,Flurname
6192,225608,Weritzweng,Flurname
6197,225609,Blackä,Flurname
6195,225617,Martibiel,Flurname
6197,225621,Sibenbobm,Flurname
6195,225627,Heidmatta,Flurname
6197,225627,Heidmatta,Flurname
6202,225632,Tilgi,Flurname
6192,225633,Hannig,Flurname
6202,225633,Hannig,Flurname
6197,225644,Weng,Flurname
6195,225718,Underm Stafel,Flurname
6202,225734,Tämbach,Flurname
6192,225741,Reemi,Flurname
6202,225741,Reemi,Flurname
6007,225752,Basulbodu,Flurname
6205,225752,Basulbodu,Flurname
6056,225762,Riichelschegga,Flurname
6181,225781,Alte Staful,Flurname
6205,225785,Scheene Bodu,Flurname
6007,225788,Ob Flie,Flurname
6181,225790,Litzi,Flurname
6181,225794,Nessel,Flurname
6181,225818,Färich,Flurname
6181,225832,Giletsche,Flurname
6007,225835,Bielti,Flurname
6007,225846,Wanne,Flurname
6181,225854,Flesch,Flurname
6181,225864,Binelti,Flurname
6181,225872,Ze Garte,Flurname
6007,225887,Niwwa,Flurname
6052,225892,Stüda,Flurname
6203,225901,Chesteholz,Flurname
6205,225906,Ritimos,Flurname
6052,225916,Eggebiel,Flurname
6181,225926,Märzuhof,Flurname
6203,225931,Göüchheit,Flurname
6007,225932,Alpmatte,Flurname
6205,225938,Tanzbodu,Flurname
6181,225952,Struppi,Flurname
6181,225956,Blaggini,Flurname
6052,225960,Schipfi,Flurname
6181,225961,Wargistei,Flurname
6205,225965,Mittel,Flurname
6007,225966,Unneraletsch,Flurname
6203,225968,Felscher,Flurname
6181,225980,Brüch,Flurname
6205,225986,Teiffe Bodu,Flurname
6056,225987,Bachtla,Flurname
6181,225988,Wang,Flurname
6052,225989,Bidemji,Flurname
6205,225999,Mossji,Flurname
6007,226013,Aletschmatta,Flurname
6205,226013,Aletschmatta,Flurname
6056,226048,Ze Mindle,Flurname
6205,226056,Chuealpa,Flurname
6181,226072,Chlei Schirli,Flurname
6056,226080,Mänigbode,Flurname
6181,226098,Wil,Flurname
6181,226108,Zwidel,Flurname
6007,226114,Chaltschlüecht,Flurname
6205,226114,Chaltschlüecht,Flurname
6056,226158,Bunnisch,Flurname
6052,226169,Titterwald,Flurname
6058,226169,Titterwald,Flurname
6181,226186,Matte,Flurname
6052,226215,Titter,Flurname
6058,226215,Titter,Flurname
