0,1,2,3
5323,5687,Pizzo della Valletta,Bergname
5323,5688,Pizzo Mascarpino,Bergname
5323,5689,Pizzo del Piatto,Bergname
5323,5690,Bocchetta di Pisone,Bergname
5323,5691,Pizzo di Röd,Bergname
5323,5692,Pizzo dei Tirz,Bergname
5072,5693,Poncione la Fòpa,Bergname
5072,5694,Poncione Croara,Bergname
5079,5695,Föisc,Bergname
5061,5696,Posmeda,Bergname
5061,5697,Poncioni di Pontino,Bergname
5079,5698,Pizzo Stabbiello,Bergname
5079,5699,Bassa della Fontana del Bò,Bergname
5079,5700,Pizzo Tom,Bergname
5079,5701,Camoghè,Bergname
5079,5702,Passo del Camoghè,Bergname
5079,5703,Bocchetta di Föisc,Bergname
5061,5704,Passo Posmeda,Bergname
5079,5705,Bocchetta del Camoghè,Bergname
5049,5706,Passo di Gana Negra,Bergname
5049,5709,Cantonill,Bergname
5049,5710,Pizzo di Cadrèigh,Bergname
5049,5711,Pizzo Rossetto,Bergname
5049,5712,Cima di Töira,Bergname
5049,5713,Sasso,Bergname
5049,5715,Sosto,Bergname
5049,5716,Stanga,Bergname
5049,5718,Cima di Pinadee,Bergname
5049,5719,Cima di Brasciana,Bergname
5049,5720,Campanin di Stabio,Bergname
5049,5721,Passo del Laghetto,Bergname
5049,5722,Cima del Laghetto,Bergname
5049,5723,Passo di Piotta,Bergname
5049,5724,Cima Sgiu,Bergname
5079,5728,Mottone di Garzonera,Bergname
5061,5729,Sasso della Boggia,Bergname
5061,5731,Passo del Büsen,Bergname
5323,5732,Pizzo del Corno,Bergname
5323,5735,Pizzo della Sassada,Bergname
4185,5745,Frickberg,Bergname
5049,5751,Cima dei Toroi,Bergname
5048,5752,Cima del Simano,Bergname
5049,5753,Uomo di Sasso,Bergname
5049,5756,Pizzo Forca,Bergname
5048,5757,Cima di Gana Bianca,Bergname
5072,5760,Motte Alte,Bergname
5072,5761,La Motta,Bergname
5072,5762,Pizzo dei Merli,Bergname
5072,5763,Pizzo Forno,Bergname
5072,5764,Passo di Ghiacciaione,Bergname
5323,5765,Cima di Sassalto,Bergname
5323,5766,Pizzo Piandugiöi,Bergname
5323,5768,L'Uomo,Bergname
5323,5769,Bocchetta della Campala,Bergname
5323,5770,Sasso di Larecc,Bergname
5323,5771,Pizzo Rüscada,Bergname
5323,5772,Motto della Fame,Bergname
5323,5773,Motto del Fornale di Rüscada,Bergname
5323,5774,Passo Fornale,Bergname
5323,5775,Pizzo Barone,Bergname
5072,5776,Pizzo dei Piodisc,Bergname
5072,5777,Bassa del Barone,Bergname
5399,5778,Pizzo di Scinghign,Bergname
5399,5779,Pizzo di Piancói,Bergname
5399,5780,Pizzo della Bedéia,Bergname
5399,5781,Bocchetta di Campale,Bergname
5072,5782,Passo di Piatto,Bergname
5399,5783,Pizzo del Laghetto,Bergname
5399,5784,Pizzo Campale,Bergname
5072,5787,Cogn,Bergname
5072,5791,Matro,Bergname
5281,5796,Pizzo Magn,Bergname
5281,5797,Mottone di Cava,Bergname
5281,5798,Mottone,Bergname
5281,5799,Forcarella di Lago,Bergname
5281,5800,Forcarella di Cava,Bergname
5076,5803,Pizzo Pian Forno,Bergname
5399,5804,Cima di Cagnói,Bergname
5399,5805,Bocchetta di Larecc,Bergname
5323,5806,Madàs,Bergname
5323,5807,Pizzo di Brünèsc,Bergname
5323,5808,Bocchetta di Fiorasca,Bergname
5310,5809,Pizzo Paràula,Bergname
5072,5810,Pizzo Erra,Bergname
5072,5811,Passo dei Laghetti,Bergname
5048,5812,Pizzo Pianché,Bergname
5048,5813,Pianca Bella,Bergname
5079,5814,Motto della Croce,Bergname
5079,5816,Bassa del Cristallo,Bergname
5079,5817,Passo Forca,Bergname
5079,5818,Forca,Bergname
5079,5819,Uomo d'Arbione,Bergname
5079,5820,Poncione d'Arbione,Bergname
5079,5821,Pizzo Taneda,Bergname
5079,5822,Poncione Gariói,Bergname
5079,5823,Schenadüi,Bergname
5079,5824,Bocchetta della Miniera,Bergname
5079,5825,Pizzo Corandoni,Bergname
5079,5826,Bocchetta degli Oréi,Bergname
5078,5830,Scheggione,Bergname
5078,5832,Cima di Filo,Bergname
5078,5833,Pizzo del Prévat,Bergname
5078,5834,Pizzo Varozzèira,Bergname
5078,5835,Passo Vanit,Bergname
5078,5836,Passo Campolungo,Bergname
5078,5837,Pizzo Meda,Bergname
3603,5841,Wenglispitz,Bergname
3714,5842,Schwarz Turra,Bergname
3822,5851,Motta del Caslasc,Bergname
3714,5852,Mittaghorn,Bergname
3714,5853,Tempahorn,Bergname
3822,5854,Piz Uccello,Bergname
3822,5855,Passo del San Bernardino,Bergname
3822,5856,Bernhardinpass,Bergname
3822,5857,Pass dal San Bernardin,Bergname
3822,5858,Piz Cavriola,Bergname
3822,5859,Cima de la Duleira,Bergname
5281,5860,Pizzo Bidensc,Bergname
5281,5861,Passo Bidensc,Bergname
5281,5862,Pizzo di Bòrsgen,Bergname
3822,5863,Om de Piotta,Bergname
3822,5865,Pass de Barna,Bergname
3823,5867,Cima de Lughezasca,Bergname
3822,5870,Piz Nebion,Bergname
3823,5871,Motasc,Bergname
3808,5875,Pass de Buffalora,Bergname
5317,5876,Pizzo Costisc,Bergname
5399,5877,Cima del Masnèe,Bergname
5399,5878,Passo Deva,Bergname
5399,5879,Cima di Nimi,Bergname
5324,5880,Cròs Pizzitt,Bergname
5324,5881,Passo di Nimi,Bergname
5317,5882,Madom da Sgióf,Bergname
5324,5883,Cima,Bergname
5324,5884,Cima di Aiarlo,Bergname
5324,5885,Mött di Pègor,Bergname
5310,5886,Bocchetta del Sasso Bello,Bergname
5310,5887,Bocchetta di Spluga,Bergname
5317,5888,Punta di Spluga,Bergname
5317,5889,Poncione Piancascia,Bergname
5323,5890,Cima di Broglio,Bergname
5317,5891,Pizzo delle Pecore,Bergname
5310,5892,Sasso Bello,Bergname
5399,5893,Agazzòi,Bergname
5399,5894,Pizzo Muretto,Bergname
5317,5895,Pizzo Castello,Bergname
5317,5896,Pizzo Coca,Bergname
5317,5897,Pizzo Dromegio,Bergname
5317,5898,Pizzo Verde,Bergname
5399,5899,Cima di Cazzai,Bergname
5399,5900,Cima di Cuaschia,Bergname
5399,5901,Poncione della Marcia,Bergname
5317,5902,La G'üia,Bergname
5136,5903,Al Pizz Cramalína,Bergname
5399,5904,Bassa di Motto,Bergname
5399,5907,Bocchetta dello Scaiee,Bergname
5281,5908,Masnàn,Bergname
5281,5909,Cima di Biasca,Bergname
5399,5910,Scaiee,Bergname
5317,5920,Bocchetta Canòva,Bergname
5399,5921,Sasso Rosso,Bergname
5399,5922,Sass d'Argent,Bergname
5317,5923,Pizzo Albèr,Bergname
5076,5927,Cima di Rierna,Bergname
5399,5927,Cima di Rierna,Bergname
5076,5928,Cima del Rosso,Bergname
5399,5928,Cima del Rosso,Bergname
5076,5929,Passo di Corte Nuovo,Bergname
5399,5929,Passo di Corte Nuovo,Bergname
5076,5930,Bocchetta della Gana,Bergname
5076,5935,Cima di Gagnone,Bergname
5399,5935,Cima di Gagnone,Bergname
5287,5938,Torrone Rosso,Bergname
5002,5940,Passo di Mem,Bergname
5287,5941,Visagno,Bergname
5287,5942,Pizzo di Claro,Bergname
5399,5943,La Scíma do Precastéll,Bergname
5287,5944,La Scíma da Stüéll,Bergname
5287,5945,Cima delle Pecore,Bergname
5287,5946,La Scíma da Vacarísc,Bergname
5399,5947,El Ponción Söü,Bergname
5399,5948,Poncione Rosso,Bergname
5287,5949,La Scíma da Negröüsg,Bergname
5287,5950,Punta di Sgiuèll,Bergname
5399,5951,Forcarella di Lodrino,Bergname
5399,5952,Bocchetta di Precastello,Bergname
5399,5953,Bocchetta di Cremenzè,Bergname
5399,5954,Pizzi del Rabbioso,Bergname
5399,5955,Poncione d'Alnasca,Bergname
5399,5956,Tòr,Bergname
5399,5957,Pizzo del Motto,Bergname
5399,5959,Cima di Bri,Bergname
5399,5960,Bocchetta di Fümègna,Bergname
5399,5961,Cima Lunga,Bergname
5399,5962,Matarello,Bergname
5399,5963,Föpia,Bergname
5317,5965,Madonnetto,Bergname
5317,5966,Pizzo Croadino,Bergname
5399,5968,Motóm,Bergname
5399,5969,Pizzo d'Orgnana,Bergname
5138,5971,Cima di Morisciolo,Bergname
5138,5973,Cimetta d'Orino,Bergname
5317,5977,La Fórcola da Dünz,Bergname
5136,5979,Pizen,Bergname
5136,5984,Pizzo Peloso,Bergname
5136,5987,Al Pizz dala Bássa,Bergname
5097,6002,Pizzo Leone,Bergname
3804,6004,Mot Ciarin,Bergname
3837,6004,Mot Ciarin,Bergname
3823,6005,Piz Stabiuch,Bergname
3837,6006,Bocchetta di Piöv di Fuori,Bergname
3823,6009,Corni di Poz,Bergname
3837,6011,Forcel,Bergname
3837,6012,Bocchetta del Lago,Bergname
3837,6013,Mottone,Bergname
3837,6014,Rosso di Grav,Bergname
3823,6016,Piz de Cogol,Bergname
3834,6019,Cadolcia,Bergname
3831,6022,Pizzo Campanile,Bergname
3831,6023,Bocchetta di Agnon,Bergname
3831,6024,Bocchetta di Cama,Bergname
3837,6027,Cima d'Aion,Bergname
3837,6029,Bocchetta di Groven,Bergname
3837,6030,Cima de Nomnom,Bergname
3837,6031,Piz della Molera,Bergname
3810,6035,Bocca d'Vegeina,Bergname
3810,6036,Piz di Rüss,Bergname
3834,6040,Piz del Papagal,Bergname
3834,6045,Bocchetta di Paina,Bergname
3834,6048,Bocchetta di Valstorna,Bergname
3834,6049,Bocchetta di Camedo,Bergname
3834,6050,Cima delle Cicogne,Bergname
3834,6052,Mot della Cros,Bergname
5001,6053,Corno di Gesero,Bergname
5002,6054,Mottone di Giumello,Bergname
5002,6055,Monte Albano,Bergname
3834,6056,Cima di Cugn,Bergname
5002,6059,Cima Pomodoro,Bergname
5002,6060,Bocchetta di Sommafiume,Bergname
5199,6064,Bocchetta di Campo,Bergname
5199,6065,Cima Torrione,Bergname
794,6068,Hindere Spitz,Bergname
6111,6069,Alte Gemmi,Bergname
786,6075,Gletscherhubel,Bergname
5097,6076,Pizzo Fedora,Bergname
5097,6078,Mottone,Bergname
5097,6079,Bocchetta di Valle,Bergname
5097,6080,Cruit,Bergname
5097,6081,Pizzo Ometto,Bergname
5226,6087,Monte Bar,Bergname
5226,6088,Cima Moncucco,Bergname
5226,6089,Caval Drossa,Bergname
5226,6090,Cima di Screvia,Bergname
5226,6091,Monte Bigorio,Bergname
5237,6092,Gradicciòli,Bergname
5398,6093,Pòla,Bergname
5237,6094,Monte Magno,Bergname
5237,6098,Forcola d'Arasio,Bergname
5237,6100,Poncione di Breno,Bergname
5237,6101,Monte Magino,Bergname
5254,6138,Monte San Giorgio,Bergname
199,6144,Berg,Bergname
3394,6158,Silberbüel,Bergname
3379,6207,Alplispitz,Bergname
2163,6244,Corne Aubert,Bergname
565,6246,Rothornsattel,Bergname
565,6247,Blüemlisalphorn,Bergname
565,6248,Oeschinenhorn,Bergname
794,6249,Hinderi Spillgerte,Bergname
794,6251,Chörbelihore,Bergname
794,6253,Vorderi Spillgerte,Bergname
6195,6254,Lötschepass,Bergname
6034,6255,Grand Six Blanc,Bergname
6034,6256,Pointe de Combette,Bergname
6034,6257,Col du Bandarray,Bergname
6009,6258,Chellihorn,Bergname
6011,6258,Chellihorn,Bergname
6009,6259,Chesselhorn,Bergname
6011,6259,Chesselhorn,Bergname
6034,6260,Clochers du Portalet,Bergname
6034,6262,Le Portalet,Bergname
6083,6264,Serre de Vouibé,Bergname
6083,6265,Col de Charmotane,Bergname
786,6268,Sattelspitzen,Bergname
784,6269,Chlys Engelhorn,Bergname
786,6270,Kingspitz,Bergname
784,6271,Ürbachsengelhorn,Bergname
786,6272,Grosses Engelhorn,Bergname
6032,6274,Pointe de Tenou,Bergname
6032,6275,Pointe de Godegotte,Bergname
6032,6276,Les Dents du Grand Lé,Bergname
1345,6287,Lachnerstock,Bergname
1630,6287,Lachnerstock,Bergname
1346,6288,Bigligerhöchi,Bergname
1346,6289,Lauihöchi,Bergname
1346,6290,Müllerspitz,Bergname
2824,6291,Madlechöpfli,Bergname
1211,6293,Tristel,Bergname
1211,6294,Spitzenstein,Bergname
1368,6299,Pfannenstöckli,Bergname
1368,6300,Hinterofenhöchi,Bergname
1368,6301,Twäriberg,Bergname
1630,6325,Planggenstock,Bergname
1630,6326,Wageten,Bergname
1630,6327,Brüggler,Bergname
1346,6328,Chöpfenberg,Bergname
1346,6329,Chöpfler,Bergname
1630,6330,Tierberg,Bergname
1630,6331,Biberlichopf,Bergname
1630,6332,Hirzli,Bergname
1630,6334,Grapplihoren,Bergname
1632,6335,Bärenstichchopf,Bergname
1630,6336,Rautispitz,Bergname
1630,6337,Plattenberg,Bergname
1630,6338,Brünnelistock,Bergname
1630,6339,Rossalpelispitz,Bergname
1632,6339,Rossalpelispitz,Bergname
1630,6341,Bärensoolspitz,Bergname
1368,6355,Buziflue,Bergname
1375,6356,Rägenegg,Bergname
1375,6357,Chalberstöckli,Bergname
1375,6358,Leiterenstollen,Bergname
1375,6359,Piet,Bergname
1375,6360,Hinter Wannenhöchi,Bergname
1368,6361,Fidisberg,Bergname
1375,6362,Gantspitz,Bergname
1375,6363,Ganthöchi,Bergname
1631,6363,Ganthöchi,Bergname
1631,6364,Wannenstöckli,Bergname
1631,6365,Schwialppass,Bergname
1631,6366,Wänifirst,Bergname
1375,6367,Wändlispitz,Bergname
1375,6369,Diethelm,Bergname
1632,6370,Mättlistock,Bergname
1632,6371,Schijen,Bergname
1632,6372,Dejenstock,Bergname
1631,6373,Twiren,Bergname
1632,6374,Längeneggpass,Bergname
1630,6375,Lachenstock,Bergname
1632,6377,Gumenstock,Bergname
1632,6378,Wiggis,Bergname
1631,6379,Spitzisteinturm,Bergname
1631,6380,Nidfurner First,Bergname
1632,6382,Stralstöggli,Bergname
1632,6383,Näbelchäppler,Bergname
1632,6384,Usser Füürberg,Bergname
1632,6385,Glärnischnadle,Bergname
1631,6386,Sulzberg,Bergname
1632,6387,Inner Füürberg,Bergname
1367,6388,Höch Hund,Bergname
1367,6389,Bietstock,Bergname
1367,6390,Rampferenstöckli,Bergname
1375,6391,Lauiberg,Bergname
1367,6392,Hüttlisgütsch,Bergname
1367,6393,Mieserenstock,Bergname
6155,6409,Dent du Lan,Bergname
6155,6410,Grande Miette,Bergname
546,6422,Schwandenberg,Bergname
2785,6423,Muggeberg,Bergname
6261,6424,Le Chamossaire,Bergname
6261,6425,Pas de Maimbré,Bergname
1211,6435,Fulen,Bergname
1402,6436,Kleiner Walenstock,Bergname
1402,6437,Lochbalm,Bergname
1203,6439,Angistock,Bergname
1402,6440,Bitzistock,Bergname
1511,6440,Bitzistock,Bergname
1209,6445,Mäntliser,Bergname
1209,6446,Steinchälenfurggi,Bergname
1209,6447,Ruchpass,Bergname
1209,6448,Chli Krönten,Bergname
783,6449,Fruttli,Bergname
5323,6450,Pizzo della Rossa,Bergname
6076,6452,Bochtehorn,Bergname
784,6454,Inder Wyssemadhubel,Bergname
6032,6455,Pointe des Lacerandes,Bergname
6032,6456,Pas des Chevaux,Bergname
6011,6461,Ricca,Bergname
6141,6480,Pierre Avoi,Bergname
3713,6481,Cucalner,Bergname
3713,6482,Guggernüll,Bergname
1630,6494,Furgge,Bergname
2844,6498,Ruge,Bergname
2325,6504,Corbetta,Bergname
404,6525,Schneiteberg,Bergname
1375,6528,Fulberg,Bergname
1375,6529,Fläschenspitz,Bergname
1367,6530,Biet,Bergname
1367,6531,Saaspass,Bergname
1631,6532,Brüschbüchel,Bergname
1632,6532,Brüschbüchel,Bergname
1632,6533,Milchblanggenstock,Bergname
1631,6534,Gleiterhoren,Bergname
1632,6534,Gleiterhoren,Bergname
1631,6535,Vorder Glärnisch,Bergname
1632,6535,Vorder Glärnisch,Bergname
1631,6536,Forenstogg,Bergname
1632,6536,Forenstogg,Bergname
1631,6537,Vrenelisgärtli,Bergname
1631,6538,Nidfurner Turm,Bergname
1632,6539,Ruchen,Bergname
1311,6549,Hoflue,Bergname
1361,6559,Grossbrechenstock,Bergname
1361,6560,Brüschrainhöchi,Bergname
1361,6568,Schwarzenstock,Bergname
1362,6571,Höcheli,Bergname
6217,6578,Cime de l'Est,Bergname
6217,6579,Tête Motte,Bergname
6157,6580,La Forteresse,Bergname
6213,6581,Mont Ruan,Bergname
6213,6582,Grand Ruan,Bergname
1361,6583,Brünnelistock,Bergname
1368,6584,Farenstöckli,Bergname
1368,6585,Trittlipass,Bergname
1367,6586,Gross Stärnen,Bergname
1368,6587,Chli Stärnen,Bergname
1632,6588,Glotelstock,Bergname
1367,6590,Roten Eggen,Bergname
1631,6591,Hanenstock,Bergname
1631,6592,Ijenstock,Bergname
1367,6593,Silberen,Bergname
1631,6594,Leuggelenstock,Bergname
1632,6595,Bächihoren,Bergname
1367,6596,Roggenstöckli,Bergname
1631,6597,Bächistock,Bergname
1367,6598,Äbnenmattstöckli,Bergname
1367,6599,Chli Chupferberg,Bergname
1367,6600,Chli Schooss,Bergname
1367,6601,Chupferberg,Bergname
1367,6602,Hängst,Bergname
1631,6603,Bützistock,Bergname
1631,6604,Heuerstögg,Bergname
1631,6605,Chalchstöckli,Bergname
1631,6606,Richetlipass,Bergname
1631,6607,Stöckli,Bergname
1631,6608,Leiterberg,Bergname
1631,6609,Mättlenstöck,Bergname
1631,6610,Chlaggchopf,Bergname
1631,6611,Chamerstock,Bergname
1631,6612,Turen,Bergname
1367,6614,Märenspitz,Bergname
1367,6615,Mären,Bergname
1219,6623,Chammlihöreli,Bergname
1219,6624,Mittler Griessstock,Bergname
1631,6627,Nüschenstock,Bergname
1631,6628,Rüchi,Bergname
1631,6629,Vorstegstock,Bergname
1631,6630,Mättlenfurggel,Bergname
1631,6631,Gämsistock,Bergname
1631,6634,Beggilüggi,Bergname
1631,6635,Zuetriibistock,Bergname
1631,6637,Gross Tüfelsstock,Bergname
1631,6638,Boggtschingel,Bergname
1631,6639,Tüfelsjoch,Bergname
1219,6640,Rau Stöckli,Bergname
1631,6641,Vorder Geissbützistock,Bergname
1631,6642,Hinter Geissbützistock,Bergname
1631,6643,Beggistock,Bergname
3987,6644,Bifertenlücke,Bergname
1631,6645,Limmerenpass,Bergname
3981,6646,Grep Gavigliauna,Bergname
3981,6647,La Siala,Bergname
3981,6648,Fuortga,Bergname
3981,6649,Piz Dado,Bergname
1216,6650,Hinter Fruttstöck,Bergname
1216,6651,Bockistock,Bergname
1216,6655,Usser Fruttstock,Bergname
1216,6656,Libplanggenstock,Bergname
1216,6657,Zinggen,Bergname
1216,6658,Hochbocki,Bergname
1216,6659,Hoch Rinderbiel,Bergname
1216,6660,Tschingellücke,Bergname
1216,6661,Laucherlückli,Bergname
1216,6662,Gemsplanggenstöckli,Bergname
1216,6663,Rot Bristen,Bergname
1216,6664,Hinter Stöckli,Bergname
1209,6665,Pörtlistock,Bergname
1220,6666,Schwarz Berg,Bergname
1209,6667,Taghorn,Bergname
1209,6668,Fellihorn,Bergname
1220,6669,Lückli,Bergname
3982,6670,Piz las Palas,Bergname
3986,6671,Piz Pardatschas,Bergname
3982,6672,Piz Plaun Grond,Bergname
3986,6673,Crispalt Pign,Bergname
1208,6674,Tristelstock,Bergname
1209,6675,Bächistock,Bergname
1209,6676,Rientallücke,Bergname
1208,6677,Brändstöckli,Bergname
1209,6678,Rienzenstock,Bergname
1208,6679,Standelstock,Bergname
1220,6680,Ribener Lücke,Bergname
3982,6681,Piz Cuolmet,Bergname
3985,6682,Piz Schigels,Bergname
3987,6683,Muot da Munt,Bergname
3987,6685,Mutta,Bergname
3987,6686,Cúvers,Bergname
3987,6687,Piz Miezdi,Bergname
3987,6688,Piz Nadels,Bergname
1631,6689,First,Bergname
1631,6690,Etzelstock,Bergname
1631,6691,Schönaufurggeli,Bergname
1631,6692,Franzenhoren,Bergname
1631,6693,Fätschenhoren,Bergname
1631,6694,Steinstossfurggeli,Bergname
1631,6695,Schönau,Bergname
1367,6701,Pfaff,Bergname
1631,6702,Höch Horn,Bergname
1367,6703,Schwarz Nossen,Bergname
1367,6704,Chli Pfannenstock,Bergname
3986,6705,Piz Tiarms,Bergname
3986,6706,Wyssenlücke,Bergname
1209,6707,Schneehüenerstöckli,Bergname
5841,6708,Tête des Châtelards,Bergname
5842,6708,Tête des Châtelards,Bergname
5841,6709,Planachaux,Bergname
5842,6709,Planachaux,Bergname
5841,6711,Col des Gaules,Bergname
5842,6711,Col des Gaules,Bergname
572,6712,Roriwanghorn,Bergname
572,6713,Loucherhorn,Bergname
578,6714,Ussri Sägissa,Bergname
784,6715,Wylerdümen,Bergname
1367,6718,Schwarz Stock,Bergname
1369,6719,Chlingenstock,Bergname
1205,6722,Hüenderegg,Bergname
1219,6723,Berglichopf,Bergname
1363,6725,Firstspitz,Bergname
1367,6726,Äbnenmattstock,Bergname
1367,6729,Planggstock,Bergname
1366,6730,Charenstöckli,Bergname
1366,6731,Fronalpstock,Bergname
1366,6732,Firenstöckli,Bergname
1366,6733,Furggelen,Bergname
1369,6734,Hängst,Bergname
1369,6735,Lauchstock,Bergname
1367,6736,Sisiger Spitz,Bergname
1367,6737,Driangel,Bergname
1367,6738,Höchi,Bergname
1367,6739,Mälchstöckli,Bergname
1366,6740,Chalberstöckli,Bergname
1367,6741,Stöckli,Bergname
1367,6742,Chli Achslenstock,Bergname
1367,6743,Böllenstöckli,Bergname
1367,6744,Stock,Bergname
1367,6745,Chalbertalstock,Bergname
1205,6746,Ochsenhubel,Bergname
5310,6747,Passo Gararesc,Bergname
1367,6749,Höreli,Bergname
5310,6750,Passo di Cristallina,Bergname
5310,6752,Poncione della Forca di Cristallina,Bergname
1367,6753,Rupperslauistöckli,Bergname
1367,6754,Blüemberg,Bergname
1367,6755,Chronenstock,Bergname
1367,6756,Gross Achslenstock,Bergname
1369,6757,Schmalstöckli,Bergname
1217,6758,Firtiggrätli,Bergname
1207,6759,Rophaien,Bergname
1217,6760,Äbneter Stöckli,Bergname
1217,6761,Diepen,Bergname
1205,6762,Mittelster Chinzerberg,Bergname
1205,6763,Hinter Chinzerberg,Bergname
1205,6764,Mattner Stock,Bergname
1205,6765,Vorder Chinzerberg,Bergname
1205,6766,Chanzel,Bergname
1205,6767,Bänderhöchi,Bergname
1205,6768,Tor,Bergname
1367,6769,Wasserbergfirst,Bergname
1205,6770,Firsthöreli,Bergname
1367,6771,Wit Tor,Bergname
1367,6772,Änggen Tor,Bergname
1367,6773,Lauiberg,Bergname
1367,6774,Geissstock,Bergname
1205,6775,Mattner First,Bergname
1219,6776,Alpler Horn,Bergname
1219,6777,Alpler Stock,Bergname
1205,6778,Gandlistöckli,Bergname
1219,6779,Höch Windgällen,Bergname
1205,6780,Höch Pfaffen,Bergname
1219,6780,Höch Pfaffen,Bergname
1219,6781,Alpler Tor,Bergname
1205,6782,Sirtenstock,Bergname
1219,6782,Sirtenstock,Bergname
1205,6783,Tritt,Bergname
3619,6786,Piz Miezgi,Bergname
3619,6787,Tällistock,Bergname
3672,6788,Piz Riein,Bergname
3619,6790,Güner Lückli,Bergname
3619,6791,Dutjer Horn,Bergname
3619,6792,Cauma,Bergname
3619,6794,Botta Burschina,Bergname
3619,6797,Furcletta,Bergname
3673,6801,Piz Raschil,Bergname
3911,6801,Piz Raschil,Bergname
3673,6802,Stätzerhorn,Bergname
3911,6802,Stätzerhorn,Bergname
3673,6804,Culmet,Bergname
3669,6806,Glaspass,Bergname
3723,6809,Crest Ault,Bergname
3506,6810,Crap la Pala,Bergname
3672,6811,Lägerbüel,Bergname
3672,6812,Schlüechtli,Bergname
3672,6813,Rot Flua,Bergname
3672,6816,Nolla,Bergname
3986,6831,Piz Máler,Bergname
3986,6832,Fuorcla da Tuma,Bergname
1202,6833,Six Madun,Bergname
1202,6834,Badus,Bergname
3986,6835,Piz Plaunca Cotschna,Bergname
1202,6836,Gurschenstock,Bergname
3986,6837,Fuorcla Curnera,Bergname
3986,6838,Piz Alpetta,Bergname
1202,6839,Piz Tuma,Bergname
3986,6840,Porggerenlücke,Bergname
1202,6841,Gross Schijen,Bergname
1202,6842,Stöckli,Bergname
1202,6843,Schneehüenderstock,Bergname
1202,6844,Unghürstöckli,Bergname
1202,6845,Brunnenstock,Bergname
1202,6846,Schijenstock,Bergname
1202,6851,Fellilücke,Bergname
1202,6854,Höreli,Bergname
1202,6855,Schijen,Bergname
1202,6857,Rossbodenstock,Bergname
1202,6859,Älplilücke,Bergname
1202,6860,Parlet,Bergname
3986,6861,Piz Cavradi,Bergname
3986,6865,Fuorcla Paradis,Bergname
3986,6866,Piz Fuorcla,Bergname
3986,6867,Fuorcla Serengia,Bergname
3986,6868,Piz Paradis,Bergname
3986,6869,Tgiern Tuma,Bergname
1202,6870,Piz Nair,Bergname
1202,6871,Schwarzberg,Bergname
1202,6872,Gloggespitz,Bergname
5049,6874,Cuolm Lucmagn,Bergname
5049,6875,Passo del Lucomagno,Bergname
5049,6876,Lukmanierpass,Bergname
5061,6877,Punta Negra,Bergname
5061,6878,Passo Scengion,Bergname
5061,6879,Unteralppass,Bergname
5061,6880,Giübin,Bergname
3985,6882,Piz Rentiert,Bergname
3985,6883,Piz Cavel,Bergname
3985,6885,Muot la Greina,Bergname
5049,6888,Toroi,Bergname
5049,6889,Pass Cristallina,Bergname
3985,6894,Piz Tgietschen,Bergname
3985,6895,Piz las Palas,Bergname
3985,6896,Fuorcla Cotschna,Bergname
3985,6899,Muotta la Tieua,Bergname
5049,6908,Passo della Greina,Bergname
5049,6909,Pass Crap,Bergname
5049,6910,Cima di Garina,Bergname
3603,6912,Branderspitzli,Bergname
3672,6913,Rinderpirglückli,Bergname
3603,6914,Fuorcla Serenastga,Bergname
3603,6915,Piz Serenastga,Bergname
3603,6916,Satteltilücke,Bergname
3603,6917,Satteltichopf,Bergname
3672,6918,Tomülpass,Bergname
3603,6919,Hohbüel,Bergname
3603,6920,Ampervreilhorn,Bergname
3603,6922,Hennasädel,Bergname
3603,6923,Guraletschhorn,Bergname
3714,6923,Guraletschhorn,Bergname
3603,6925,Piz Ner,Bergname
3672,6930,Chrachalücke,Bergname
3603,6934,Plangghöreli,Bergname
3603,6935,Crap Grisch,Bergname
3603,6936,Plangghora,Bergname
3603,6937,Tällihorn,Bergname
3603,6938,Hohberg,Bergname
3603,6939,Hora,Bergname
3603,6940,Tomüllückli,Bergname
3603,6941,Piz Tomül,Bergname
3603,6942,Wissasteihora,Bergname
3672,6943,Strätscherhora,Bergname
3603,6944,Teischer,Bergname
3714,6945,Safierberg,Bergname
3672,6946,Bäralücka,Bergname
3603,6947,Bärahora,Bergname
3603,6950,Valser Horn,Bergname
3714,6950,Valser Horn,Bergname
3603,6951,Bleschaturra,Bergname
3714,6951,Bleschaturra,Bergname
1217,6952,Tibistock,Bergname
1217,6953,Butzenstock,Bergname
1217,6954,Holzerstock,Bergname
1207,6955,Blutt Stöckli,Bergname
1207,6956,Hagelstock,Bergname
1217,6957,Hundstock,Bergname
1219,6958,Seestock,Bergname
1219,6959,Schwarz Stock,Bergname
1219,6960,Chli Törli,Bergname
5049,6986,Pizzo di Campello,Bergname
5049,6987,Bassa di Canariscetto,Bergname
5072,6988,Poncione di Mezzo,Bergname
5049,6989,Sella di Ör Languosa,Bergname
5048,6990,Punta di Stou,Bergname
5049,6990,Punta di Stou,Bergname
5072,6991,Poncionetto,Bergname
5049,6992,Cima di Gana Rossa,Bergname
5049,6994,Cima di Gorda,Bergname
5049,6995,Punta di Larescia,Bergname
5049,6996,Passo Bareta,Bergname
5072,6998,Bassa di Laghetto,Bergname
5048,6999,Mottarone,Bergname
5048,7000,Pizzo Molare,Bergname
5072,7001,Bocchetta di Sasso Bianco,Bergname
5072,7002,Poncione di Nara,Bergname
5048,7003,Pizzo di Nara,Bergname
5072,7004,Motto Crostel,Bergname
